iter	Passed	Remaining
164	1388	7027
165	1397	7023
166	1407	7022
167	1417	7021
168	1427	7020
169	1437	7018
170	1446	7012
171	1456	7010
172	1465	7007
173	1475	7005
174	1485	7004
175	1494	6998
176	1504	6994
177	1513	6987
178	1521	6978
179	1531	6979
180	1541	6973
181	1550	6970
182	1559	6963
183	1569	6960
184	1578	6954
185	1588	6952
186	1597	6947
187	1607	6941
188	1615	6932
189	1624	6927
190	1634	6922
191	1644	6918
192	1653	6915
193	1663	6911
194	1673	6907
195	1682	6900
196	1690	6892
197	1700	6887
198	1711	6889
199	1721	6885
200	1730	6880
201	1741	6878
202	1750	6874
203	1760	6869
204	1769	6861
205	1778	6856
206	1787	6849
207	1797	6844
208	1806	6835
209	1814	6827
210	1824	6822
211	1833	6815
212	1842	6807
213	1851	6799
214	1860	6792
215	1869	6785
216	1878	6776
217	1886	6766
218	1894	6754
219	1901	6743
220	1910	6735
221	1918	6723
222	1928	6720
223	1937	6712
224	1947	6709
225	1957	6703
226	1967	6698
227	1977	6694
228	1986	6688
229	1996	6684
230	2005	6676
231	2014	6668
232	2023	6662
233	2033	6656
234	2042	6650
235	2052	6643
236	2060	6634
237	2069	6626
238	2078	6619
239	2088	6614
240	2097	6606
241	2106	6597
242	2114	6587
243	2124	6581
244	2134	6576
245	2143	6570
246	2152	6561
247	2162	6555
248	2171	6550
249	2181	6543
250	2190	6535
251	2200	6531
252	2210	6525
253	2219	6518
254	2228	6510
255	2237	6501
256	2246	6494
257	2255	6488
258	2265	6481
259	2275	6475
260	2284	6467
261	2293	6461
262	2303	6455
263	2313	6451
264	2323	6444
265	2333	6438
266	2342	6431
267	2352	6424
268	2361	6416
269	2370	6408
270	2379	6400
271	2388	6393
272	2398	6388
273	2408	6382
274	2418	6375
275	2428	6369
276	2437	6361
277	2446	6353
278	2455	6345
279	2463	6335
280	2472	6325
281	2480	6315
282	2488	6304
283	2498	6298
284	2508	6294
285	2518	6286
286	2527	6279
287	2536	6271
288	2545	6263
289	2555	6256
290	2564	6248
291	2574	6242
292	2583	6233
293	2592	6224
294	2600	6214
295	2608	6203
296	2616	6193
297	2624	6181
298	2632	6171
299	2639	6159
300	2648	6149
301	2656	6139
302	2664	6128
303	2672	6118
304	2681	6110
305	2690	6101
306	2700	6095
307	2708	6086
308	2717	6077
309	2726	6068
310	2734	6058
311	2742	6047
312	2750	6037
313	2759	6028
314	2767	6018
315	2776	6010
316	2785	6001
317	2793	5991
318	2802	5983
319	2811	5975
320	2821	5967
321	2829	5958
322	2838	5949
323	2847	5940
324	2857	5934
325	2866	5925
326	2874	5915
327	2882	5905
328	2891	5898
329	2900	5889
330	2910	5882
331	2921	5877
332	2931	5870
333	2941	5864
334	2951	5859
335	2961	5852
336	2971	5845
337	2980	5838
338	2990	5830
339	3001	5826
340	3011	5819
341	3022	5814
342	3032	5807
343	3042	5801
344	3052	5794
345	3062	5788
346	3072	5781
347	3081	5774
348	3091	5766
349	3100	5758
350	3109	5749
351	3118	5741
352	3127	5732
353	3136	5723
354	3145	5714
355	3155	5707
356	3164	5700
357	3173	5691
358	3183	5684
359	3192	5675
360	3200	5665
361	3209	5656
362	3218	5648
363	3227	5639
364	3236	5630
365	3245	5621
366	3254	5613
367	3263	5604
368	3273	5597
369	3283	5590
370	3293	5583
371	3303	5576
372	3313	5569
373	3322	5560
374	3331	5551
375	3340	5544
376	3350	5536
377	3360	5528
378	3368	5520
379	3378	5512
380	3388	5504
381	3396	5495
382	3405	5486
383	3414	5477
384	3424	5469
385	3432	5459
386	3442	5452
387	3451	5443
388	3460	5434
389	3469	5426
390	3478	5417
391	3487	5409
392	3496	5401
393	3506	5393
394	3516	5385
395	3525	5376
396	3533	5367
397	3542	5358
398	3552	5350
399	3561	5341
400	3569	5332
401	3579	5324
402	3588	5315
403	3596	5306
404	3605	5297
405	3614	5288
406	3623	5279
407	3633	5271
408	3642	5263
409	3652	5256
410	3661	5247
411	3670	5238
412	3679	5229
413	3688	5220
414	3698	5213
415	3707	5204
416	3716	5195
417	3725	5186
418	3734	5178
419	3743	5169
420	3751	5160
421	3760	5150
422	3767	5139
423	3775	5129
424	3784	5120
425	3793	5111
426	3803	5103
427	3813	5096
428	3823	5089
429	3832	5080
430	3842	5072
431	3851	5063
432	3860	5055
433	3870	5047
434	3879	5038
435	3887	5029
436	3896	5019
437	3905	5011
438	3915	5003
439	3924	4995
440	3934	4986
441	3943	4978
442	3952	4970
443	3961	4961
444	3971	4952
445	3980	4944
446	3988	4934
447	3997	4925
448	4006	4916
449	4014	4907
450	4022	4897
451	4031	4887
452	4039	4877
453	4047	4867
454	4056	4858
455	4064	4848
456	4072	4838
457	4081	4829
458	4090	4821
459	4099	4812
460	4108	4803
461	4116	4793
462	4124	4784
463	4134	4776
464	4143	4767
465	4151	4757
466	4160	4748
467	4168	4738
468	4177	4729
469	4185	4720
470	4193	4710
471	4202	4701
472	4211	4692
473	4221	4684
474	4230	4675
475	4239	4667
476	4249	4659
477	4258	4650
478	4267	4641
479	4277	4633
480	4286	4625
481	4295	4616
482	4304	4607
483	4314	4599
484	4323	4590
485	4332	4582
486	4342	4573
487	4351	4565
488	4360	4556
489	4369	4547
490	4378	4538
491	4386	4529
492	4396	4521
493	4406	4513
494	4415	4504
495	4424	4495
496	4433	4487
497	4443	4478
498	4453	4471
499	4462	4462
500	4471	4453
501	4480	4444
502	4490	4436
503	4499	4427
504	4508	4419
505	4517	4410
506	4527	4402
507	4535	4392
508	4545	4384
509	4554	4376
510	4564	4367
511	4573	4358
512	4583	4350
513	4592	4342
514	4600	4332
515	4609	4323
516	4618	4314
517	4626	4305
518	4635	4296
519	4644	4286
520	4652	4277
521	4661	4268
522	4670	4259
523	4679	4250
524	4688	4241
525	4696	4232
526	4704	4222
527	4711	4212
528	4720	4202
529	4728	4193
530	4738	4185
531	4748	4177
532	4756	4167
533	4766	4159
534	4776	4151
535	4785	4142
536	4794	4133
537	4803	4124
538	4811	4115
539	4821	4107
540	4830	4098
541	4840	4089
542	4848	4080
543	4858	4072
544	4867	4063
545	4876	4055
546	4886	4046
547	4896	4038
548	4906	4030
549	4915	4021
550	4924	4012
551	4933	4003
552	4942	3995
553	4952	3987
554	4963	3979
555	4972	3970
556	4980	3961
557	4989	3951
558	4996	3942
559	5005	3932
560	5013	3922
561	5021	3913
562	5029	3904
563	5038	3894
564	5046	3885
565	5054	3876
566	5063	3866
567	5072	3857
568	5080	3848
569	5089	3839
570	5098	3830
571	5107	3821
572	5117	3813
573	5126	3804
574	5135	3796
575	5145	3787
576	5153	3778
577	5162	3769
578	5171	3759
579	5179	3750
580	5188	3741
581	5197	3732
582	5205	3723
583	5214	3714
584	5223	3705
585	5233	3697
586	5242	3688
587	5252	3680
588	5260	3670
589	5270	3662
590	5279	3653
591	5289	3645
592	5299	3637
593	5309	3629
594	5318	3620
595	5328	3611
596	5337	3603
597	5347	3594
598	5356	3585
599	5365	3576
600	5373	3567
601	5382	3558
602	5390	3549
603	5399	3539
604	5407	3530
605	5415	3521
606	5424	3512
607	5433	3503
608	5442	3494
609	5453	3486
610	5462	3477
611	5473	3469
612	5483	3461
613	5493	3453
614	5501	3444
615	5511	3435
616	5520	3427
617	5530	3418
618	5539	3409
619	5549	3401
620	5558	3392
621	5567	3383
622	5575	3373
623	5584	3364
624	5593	3356
625	5603	3347
626	5614	3339
627	5623	3330
628	5632	3322
629	5641	3313
630	5649	3303
631	5658	3294
632	5667	3285
633	5675	3276
634	5683	3267
635	5692	3258
636	5701	3248
637	5710	3240
638	5718	3230
639	5727	3221
640	5736	3212
641	5744	3203
642	5754	3194
643	5762	3185
644	5773	3177
645	5782	3168
646	5791	3159
647	5800	3150
648	5808	3141
649	5816	3131
650	5824	3122
651	5833	3113
652	5842	3104
653	5850	3095
654	5860	3087
655	5870	3078
656	5879	3069
657	5888	3060
658	5898	3052
659	5907	3043
660	5920	3036
661	5928	3026
662	5937	3017
663	5946	3009
664	5955	2999
665	5963	2990
666	5972	2981
667	5980	2972
668	5989	2963
669	5998	2954
670	6006	2945
671	6015	2936
672	6024	2927
673	6033	2918
674	6042	2909
675	6050	2900
676	6060	2891
677	6069	2882
678	6078	2873
679	6089	2865
680	6097	2856
681	6107	2847
682	6117	2839
683	6126	2830
684	6135	2821
685	6144	2812
686	6153	2803
687	6162	2794
688	6171	2785
689	6180	2776
690	6189	2767
691	6198	2758
692	6208	2750
693	6217	2741
694	6227	2732
695	6236	2724
696	6246	2715
697	6256	2706
698	6265	2697
699	6274	2688
700	6283	2680
701	6293	2671
702	6302	2662
703	6311	2653
704	6320	2644
705	6329	2635
706	6338	2626
707	6346	2617
708	6354	2608
709	6362	2598
710	6371	2589
711	6378	2580
712	6386	2570
713	6394	2561
714	6401	2551
715	6409	2542
716	6416	2532
717	6425	2523
718	6434	2514
719	6443	2505
720	6452	2496
721	6461	2488
722	6470	2479
723	6479	2470
724	6489	2461
725	6497	2452
726	6506	2443
727	6515	2434
728	6524	2425
729	6533	2416
730	6543	2407
731	6552	2398
732	6562	2390
733	6571	2381
734	6581	2372
735	6589	2363
736	6598	2354
737	6607	2345
738	6617	2337
739	6626	2328
740	6635	2319
741	6644	2310
742	6654	2301
743	6663	2292
744	6672	2283
745	6681	2274
746	6690	2265
747	6699	2256
748	6707	2247
749	6716	2238
750	6724	2229
751	6732	2220
752	6740	2211
753	6748	2201
754	6758	2193
755	6767	2184
756	6775	2175
757	6784	2166
758	6793	2156
759	6802	2148
760	6810	2138
761	6819	2129
762	6828	2120
763	6836	2111
764	6845	2102
765	6854	2093
766	6863	2085
767	6871	2075
768	6880	2066
769	6890	2058
770	6899	2049
771	6908	2040
772	6917	2031
773	6925	2022
774	6934	2013
775	6942	2004
776	6951	1995
777	6959	1985
778	6968	1976
779	6976	1967
780	6984	1958
781	6992	1949
782	7000	1940
783	7009	1931
784	7017	1921
785	7024	1912
786	7031	1902
787	7038	1893
788	7045	1884
789	7053	1874
790	7060	1865
791	7067	1856
792	7074	1846
793	7081	1837
794	7088	1827
795	7095	1818
796	7102	1809
797	7109	1799
798	7117	1790
799	7124	1781
800	7132	1771
801	7139	1762
802	7148	1753
803	7156	1744
804	7165	1735
805	7174	1726
806	7183	1718
807	7192	1709
808	7201	1700
809	7211	1691
810	7220	1682
811	7229	1673
812	7238	1665
813	7248	1656
814	7257	1647
815	7267	1638
816	7276	1629
817	7285	1621
818	7294	1612
819	7303	1603
820	7313	1594
821	7322	1585
822	7330	1576
823	7339	1567
824	7349	1559
825	7359	1550
826	7369	1541
827	7377	1532
828	7386	1523
829	7395	1514
830	7404	1505
831	7413	1496
832	7422	1488
833	7431	1479
834	7440	1470
835	7449	1461
836	7457	1452
837	7466	1443
838	7475	1434
839	7484	1425
840	7493	1416
841	7502	1407
842	7512	1399
843	7521	1390
844	7530	1381
845	7539	1372
846	7548	1363
847	7557	1354
848	7566	1345
849	7575	1336
850	7584	1327
851	7593	1319
852	7602	1310
853	7611	1301
854	7620	1292
855	7628	1283
856	7637	1274
857	7646	1265
858	7656	1256
859	7665	1247
860	7674	1238
861	7683	1230
862	7692	1221
863	7701	1212
864	7710	1203
865	7720	1194
866	7729	1185
867	7738	1176
868	7747	1167
869	7755	1158
870	7764	1149
871	7773	1140
872	7781	1132
873	7790	1123
874	7798	1114
875	7806	1105
876	7815	1096
877	7824	1087
878	7833	1078
879	7842	1069
880	7851	1060
881	7861	1051
882	7870	1042
883	7880	1034
884	7889	1025
885	7898	1016
886	7907	1007
887	7916	998
888	7925	989
